REF_DATE,POWER,Trend,Seasonal,Residual
1950-01-01,4081000.0,,1.1500864088759617,
1950-02-01,3780000.0,,1.0405167960449022,
1950-03-01,4186000.0,,1.0794008712993697,
1950-04-01,4070000.0,,0.9757493991878087,
1950-05-01,4425000.0,,0.9561697127631082,
1950-06-01,4313000.0,,0.9091379497536417,
1950-07-01,4201000.0,4271291.666666667,0.9246251560228697,1.0637210366821885
1950-08-01,4199000.0,4325583.333333328,0.939372975423802,1.0333873228407662
1950-09-01,4121000.0,4380750.000000002,0.9049564213839847,1.0395047516098894
1950-10-01,4395000.0,4445458.333333331,0.9834610216746326,1.0052756973097727
